DATA,SEMESTRE_1,SEMESTRE_2,SEGUNDA,TERCA,QUARTA,QUINTA,SEXTA,DISTANCIA_DIA_ANTERIOR,DISTANCIA_DIA_POSTERIOR,PERC_CONCLUSAO_SEM,PERC_CONCLUSAO_MES,PRESSAO_ATMOSFERICA,TEMPERATURA,UMIDADE,VENTO,VENDAS_ALMOCO,VENDAS_ALMOCO_1,VENDAS_ALMOCO_2,VENDAS_ALMOCO_3,VENDAS_ALMOCO_4,VENDAS_ALMOCO_5,ENTR_ALMOCO,ENTR_ALMOCO_1,ENTR_ALMOCO_2,ENTR_ALMOCO_3,ENTR_ALMOCO_4,ENTR_ALMOCO_5,ENTR_JANTAR,ENTR_JANTAR_1,ENTR_JANTAR_2,ENTR_JANTAR_3,ENTR_JANTAR_4,ENTR_JANTAR_5
2019-02-22,1,0,0,0,0,0,1,1,3,2.19,78.57,951.6,25.5,77,2.7,314,779,966,10,40,58,275,458,441,14,35,44,61,279,246,0,17,14
2019-02-25,1,0,1,0,0,0,0,3,1,4.38,89.29,946.4,27.6,71,0.6,807,314,779,966,10,40,455,275,458,441,14,35,196,61,279,246,0,17
2019-02-26,1,0,0,1,0,0,0,1,1,5.11,92.86,949.8,21.4,87,1.6,615,807,314,779,966,10,401,455,275,458,441,14,233,196,61,279,246,0
2019-02-27,1,0,0,0,1,0,0,1,1,5.84,96.43,948.1,22.4,85,0.6,764,615,807,314,779,966,380,401,455,275,458,441,228,233,196,61,279,246
2019-02-28,1,0,0,0,0,1,0,1,1,6.57,100.0,948.5,23.7,82,1.8,534,764,615,807,314,779,394,380,401,455,275,458,252,228,233,196,61,279
2019-01-03,1,0,0,0,0,0,1,1,6,7.3,3.23,949.4,22.7,89,0.8,203,534,764,615,807,314,224,394,380,401,455,275,44,252,228,233,196,61
2019-07-03,1,0,0,0,0,1,0,6,1,11.68,22.58,952.6,24.4,80,2.2,676,203,534,764,615,807,387,224,394,380,401,455,221,44,252,228,233,196
2019-08-03,1,0,0,0,0,0,1,1,3,12.41,25.81,951.5,24.5,78,0.8,228,676,203,534,764,615,209,387,224,394,380,401,64,221,44,252,228,233
2019-11-03,1,0,1,0,0,0,0,3,1,14.6,35.48,952.0,20.4,92,1.0,731,228,676,203,534,764,434,209,387,224,394,380,234,64,221,44,252,228
2019-12-03,1,0,0,1,0,0,0,1,1,15.33,38.71,950.6,23.2,78,0.9,667,731,228,676,203,534,417,434,209,387,224,394,287,234,64,221,44,252
2019-03-13,1,0,0,0,1,0,0,1,1,16.06,41.94,949.1,24.6,73,1.2,694,667,731,228,676,203,458,417,434,209,387,224,239,287,234,64,221,44
2019-03-14,1,0,0,0,0,1,0,1,1,16.79,45.16,948.8,24.2,84,1.6,582,694,667,731,228,676,371,458,417,434,209,387,268,239,287,234,64,221
2019-03-15,1,0,0,0,0,0,1,1,5,17.52,48.39,949.8,24.1,83,0.7,359,582,694,667,731,228,318,371,458,417,434,209,73,268,239,287,234,64
2019-03-20,1,0,0,0,1,0,0,5,1,21.17,64.52,946.2,24.1,77,1.3,912,359,582,694,667,731,473,318,371,458,417,434,303,73,268,239,287,234
2019-03-21,1,0,0,0,0,1,0,1,1,21.9,67.74,947.9,20.5,87,2.2,668,912,359,582,694,667,454,473,318,371,458,417,274,303,73,268,239,287
2019-03-22,1,0,0,0,0,0,1,1,3,22.63,70.97,951.5,21.6,76,2.5,392,668,912,359,582,694,341,454,473,318,371,458,81,274,303,73,268,239
2019-03-25,1,0,1,0,0,0,0,3,1,24.82,80.65,949.8,23.8,75,3.1,708,392,668,912,359,582,456,341,454,473,318,371,166,81,274,303,73,268
2019-03-26,1,0,0,1,0,0,0,1,1,25.55,83.87,951.0,23.0,69,1.3,776,708,392,668,912,359,506,456,341,454,473,318,317,166,81,274,303,73
2019-03-27,1,0,0,0,1,0,0,1,1,26.28,87.1,953.6,23.1,65,2.8,755,776,708,392,668,912,459,506,456,341,454,473,282,317,166,81,274,303
2019-03-28,1,0,0,0,0,1,0,1,1,27.01,90.32,955.2,23.1,74,1.7,710,755,776,708,392,668,486,459,506,456,341,454,268,282,317,166,81,274
2019-03-29,1,0,0,0,0,0,1,1,3,27.74,93.55,956.6,21.1,77,1.5,339,710,755,776,708,392,324,486,459,506,456,341,57,268,282,317,166,81
2019-01-04,1,0,1,0,0,0,0,3,1,29.93,3.33,951.1,21.4,79,3.9,833,339,710,755,776,708,450,324,486,459,506,456,217,57,268,282,317,166
2019-02-04,1,0,0,1,0,0,0,1,1,30.66,6.67,951.1,22.1,72,2.9,692,833,339,710,755,776,502,450,324,486,459,506,295,217,57,268,282,317
2019-03-04,1,0,0,0,1,0,0,1,1,31.39,10.0,949.2,21.0,81,2.4,750,692,833,339,710,755,466,502,450,324,486,459,254,295,217,57,268,282
2019-04-04,1,0,0,0,0,1,0,1,1,32.12,13.33,947.5,21.2,83,0.7,645,750,692,833,339,710,472,466,502,450,324,486,228,254,295,217,57,268
2019-05-04,1,0,0,0,0,0,1,1,3,32.85,16.67,947.2,25.8,73,1.5,313,645,750,692,833,339,282,472,466,502,450,324,53,228,254,295,217,57
2019-08-04,1,0,1,0,0,0,0,3,1,35.04,26.67,948.8,23.8,82,0.7,747,313,645,750,692,833,431,282,472,466,502,450,224,53,228,254,295,217
2019-09-04,1,0,0,1,0,0,0,1,1,35.77,30.0,949.9,22.2,78,2.2,785,747,313,645,750,692,501,431,282,472,466,502,317,224,53,228,254,295
2019-10-04,1,0,0,0,1,0,0,1,1,36.5,33.33,951.7,21.5,76,2.6,719,785,747,313,645,750,452,501,431,282,472,466,234,317,224,53,228,254
2019-11-04,1,0,0,0,0,1,0,1,1,37.23,36.67,951.6,20.9,82,0.7,629,719,785,747,313,645,436,452,501,431,282,472,225,234,317,224,53,228
2019-12-04,1,0,0,0,0,0,1,1,3,37.96,40.0,950.7,23.2,73,1.9,312,629,719,785,747,313,293,436,452,501,431,282,48,225,234,317,224,53
2019-04-15,1,0,1,0,0,0,0,3,1,40.15,50.0,952.5,21.8,85,3.8,730,312,629,719,785,747,421,293,436,452,501,431,207,48,225,234,317,224
2019-04-16,1,0,0,1,0,0,0,1,1,40.88,53.33,951.4,22.7,81,3.4,673,730,312,629,719,785,484,421,293,436,452,501,276,207,48,225,234,317
2019-04-17,1,0,0,0,1,0,0,1,1,41.61,56.67,947.4,23.0,76,2.0,706,673,730,312,629,719,457,484,421,293,436,452,264,276,207,48,225,234
2019-04-18,1,0,0,0,0,1,0,1,4,42.34,60.0,948.6,21.1,75,3.3,482,706,673,730,312,629,417,457,484,421,293,436,127,264,276,207,48,225
2019-04-22,1,0,1,0,0,0,0,4,1,45.26,73.33,949.2,23.4,67,0.8,697,482,706,673,730,312,411,417,457,484,421,293,189,127,264,276,207,48
2019-04-23,1,0,0,1,0,0,0,1,1,45.99,76.67,952.5,23.7,74,0.9,702,697,482,706,673,730,490,411,417,457,484,421,253,189,127,264,276,207
2019-04-24,1,0,0,0,1,0,0,1,1,46.72,80.0,954.0,24.1,77,1.6,698,702,697,482,706,673,442,490,411,417,457,484,245,253,189,127,264,276
2019-04-25,1,0,0,0,0,1,0,1,1,47.45,83.33,953.5,23.4,80,1.9,614,698,702,697,482,706,452,442,490,411,417,457,229,245,253,189,127,264
2019-04-26,1,0,0,0,0,0,1,1,3,48.18,86.67,953.9,22.5,82,1.2,341,614,698,702,697,482,313,452,442,490,411,417,66,229,245,253,189,127
2019-04-29,1,0,1,0,0,0,0,3,1,50.36,96.67,948.5,20.4,84,1.4,763,341,614,698,702,697,429,313,452,442,490,411,184,66,229,245,253,189
2019-04-30,1,0,0,1,0,0,0,1,2,51.09,100.0,952.2,19.5,86,1.8,627,763,341,614,698,702,475,429,313,452,442,490,257,184,66,229,245,253
2019-02-05,1,0,0,0,0,1,0,2,1,52.55,6.45,949.3,21.6,79,0.9,684,627,763,341,614,698,438,475,429,313,452,442,235,257,184,66,229,245
2019-03-05,1,0,0,0,0,0,1,1,3,53.28,9.68,951.3,21.0,88,0.9,299,684,627,763,341,614,264,438,475,429,313,452,57,235,257,184,66,229
2019-06-05,1,0,1,0,0,0,0,3,1,55.47,19.35,952.1,22.4,76,1.2,765,299,684,627,763,341,440,264,438,475,429,313,214,57,235,257,184,66
2019-07-05,1,0,0,1,0,0,0,1,1,56.2,22.58,950.8,22.7,77,0.8,710,765,299,684,627,763,501,440,264,438,475,429,298,214,57,235,257,184
2019-08-05,1,0,0,0,1,0,0,1,1,56.93,25.81,953.7,21.3,74,2.7,658,710,765,299,684,627,424,501,440,264,438,475,215,298,214,57,235,257
2019-09-05,1,0,0,0,0,1,0,1,1,57.66,29.03,952.5,19.8,75,5.1,680,658,710,765,299,684,455,424,501,440,264,438,259,215,298,214,57,235
2019-10-05,1,0,0,0,0,0,1,1,3,58.39,32.26,949.2,20.9,76,5.0,291,680,658,710,765,299,279,455,424,501,440,264,48,259,215,298,214,57
2019-05-13,1,0,1,0,0,0,0,3,1,60.58,41.94,953.6,22.7,81,1.1,715,291,680,658,710,765,393,279,455,424,501,440,195,48,259,215,298,214
2019-05-14,1,0,0,1,0,0,0,1,1,61.31,45.16,951.4,21.8,85,2.3,737,715,291,680,658,710,506,393,279,455,424,501,276,195,48,259,215,298
2019-05-15,1,0,0,0,1,0,0,1,1,62.04,48.39,951.8,20.0,73,1.1,16,737,715,291,680,658,19,506,393,279,455,424,0,276,195,48,259,215
2019-05-16,1,0,0,0,0,1,0,1,1,62.77,51.61,953.8,19.5,80,1.4,690,16,737,715,291,680,400,19,506,393,279,455,244,0,276,195,48,259
2019-05-17,1,0,0,0,0,0,1,1,3,63.5,54.84,954.9,18.2,91,1.4,293,690,16,737,715,291,268,400,19,506,393,279,66,244,0,276,195,48
2019-05-20,1,0,1,0,0,0,0,3,1,65.69,64.52,951.7,19.1,87,1.4,670,293,690,16,737,715,416,268,400,19,506,393,188,66,244,0,276,195
2019-05-21,1,0,0,1,0,0,0,1,1,66.42,67.74,951.3,19.1,87,1.3,589,670,293,690,16,737,459,416,268,400,19,506,256,188,66,244,0,276
2019-05-22,1,0,0,0,1,0,0,1,1,67.15,70.97,951.5,17.8,82,0.7,610,589,670,293,690,16,424,459,416,268,400,19,227,256,188,66,244,0
2019-05-23,1,0,0,0,0,1,0,1,1,67.88,74.19,950.5,16.7,82,1.1,610,610,589,670,293,690,439,424,459,416,268,400,223,227,256,188,66,244
2019-05-24,1,0,0,0,0,0,1,1,3,68.61,77.42,947.9,17.5,83,1.2,254,610,610,589,670,293,251,439,424,459,416,268,49,223,227,256,188,66
2019-05-27,1,0,1,0,0,0,0,3,1,70.8,87.1,953.3,16.5,78,2.2,756,254,610,610,589,670,434,251,439,424,459,416,211,49,223,227,256,188
2019-05-28,1,0,0,1,0,0,0,1,1,71.53,90.32,950.4,16.5,76,0.9,639,756,254,610,610,589,452,434,251,439,424,459,265,211,49,223,227,256
2019-05-29,1,0,0,0,1,0,0,1,1,72.26,93.55,951.9,18.7,89,2.9,635,639,756,254,610,610,428,452,434,251,439,424,218,265,211,49,223,227
2019-05-30,1,0,0,0,0,1,0,1,1,72.99,96.77,951.2,20.9,81,4.6,37,635,639,756,254,610,38,428,452,434,251,439,6,218,265,211,49,223
2019-05-31,1,0,0,0,0,0,1,1,3,73.72,100.0,947.5,21.9,78,0.4,269,37,635,639,756,254,270,38,428,452,434,251,50,6,218,265,211,49
2019-03-06,1,0,1,0,0,0,0,3,1,75.91,10.0,953.1,18.2,92,2.5,15,269,37,635,639,756,13,270,38,428,452,434,0,50,6,218,265,211
2019-04-06,1,0,0,1,0,0,0,1,1,76.64,13.33,957.7,14.9,87,2.5,269,15,269,37,635,639,195,13,270,38,428,452,28,0,50,6,218,265
2019-05-06,1,0,0,0,1,0,0,1,1,77.37,16.67,958.8,14.6,84,1.4,232,269,15,269,37,635,215,195,13,270,38,428,64,28,0,50,6,218
2019-06-06,1,0,0,0,0,1,0,1,1,78.1,20.0,957.4,17.3,74,4.3,195,232,269,15,269,37,162,215,195,13,270,38,26,64,28,0,50,6
2019-07-06,1,0,0,0,0,0,1,1,3,78.83,23.33,955.8,15.2,79,0.6,271,195,232,269,15,269,243,162,215,195,13,270,45,26,64,28,0,50
2019-10-06,1,0,1,0,0,0,0,3,1,81.02,33.33,958.4,15.8,79,0.4,720,271,195,232,269,15,419,243,162,215,195,13,199,45,26,64,28,0
2019-11-06,1,0,0,1,0,0,0,1,1,81.75,36.67,956.8,16.0,81,0.9,675,720,271,195,232,269,468,419,243,162,215,195,289,199,45,26,64,28
2019-12-06,1,0,0,0,1,0,0,1,1,82.48,40.0,956.3,18.5,83,3.9,605,675,720,271,195,232,394,468,419,243,162,215,177,289,199,45,26,64
2019-06-13,1,0,0,0,0,1,0,1,4,83.21,43.33,957.4,19.1,81,1.7,630,605,675,720,271,195,444,394,468,419,243,162,249,177,289,199,45,26
2019-06-17,1,0,1,0,0,0,0,4,1,86.13,56.67,957.8,17.7,82,0.8,744,630,605,675,720,271,417,444,394,468,419,243,198,249,177,289,199,45
2019-06-18,1,0,0,1,0,0,0,1,1,86.86,60.0,956.3,15.7,84,1.9,620,744,630,605,675,720,456,417,444,394,468,419,237,198,249,177,289,199
2019-06-19,1,0,0,0,1,0,0,1,5,87.59,63.33,955.2,16.9,85,1.0,486,620,744,630,605,675,416,456,417,444,394,468,135,237,198,249,177,289
2019-06-24,1,0,1,0,0,0,0,5,1,91.24,80.0,953.9,17.0,70,0.6,632,486,620,744,630,605,385,416,456,417,444,394,157,135,237,198,249,177
2019-06-25,1,0,0,1,0,0,0,1,1,91.97,83.33,949.5,18.3,67,2.0,442,632,486,620,744,630,438,385,416,456,417,444,146,157,135,237,198,249
2019-06-26,1,0,0,0,1,0,0,1,1,92.7,86.67,949.7,19.8,67,0.9,348,442,632,486,620,744,266,438,385,416,456,417,129,146,157,135,237,198
2019-06-27,1,0,0,0,0,1,0,1,1,93.43,90.0,954.2,19.9,80,1.2,376,348,442,632,486,620,259,266,438,385,416,456,120,129,146,157,135,237
2019-06-28,1,0,0,0,0,0,1,1,3,94.16,93.33,956.1,19.3,83,1.3,111,376,348,442,632,486,196,259,266,438,385,416,20,120,129,146,157,135
2019-01-07,1,0,1,0,0,0,0,3,1,96.35,3.23,952.2,18.8,74,0.6,80,111,376,348,442,632,94,196,259,266,438,385,23,20,120,129,146,157
2019-02-07,1,0,0,1,0,0,0,1,1,97.08,6.45,947.6,17.3,78,1.0,113,80,111,376,348,442,116,94,196,259,266,438,35,23,20,120,129,146
2019-03-07,1,0,0,0,1,0,0,1,1,97.81,9.68,946.0,16.9,82,0.5,62,113,80,111,376,348,80,116,94,196,259,266,43,35,23,20,120,129
2019-04-07,1,0,0,0,0,1,0,1,1,98.54,12.9,948.3,18.4,92,0.7,60,62,113,80,111,376,65,80,116,94,196,259,7,43,35,23,20,120
2019-05-07,1,0,0,0,0,0,1,1,31,99.27,16.13,949.5,15.6,94,3.0,19,60,62,113,80,111,26,65,80,116,94,196,4,7,43,35,23,20
2019-05-08,0,1,1,0,0,0,0,31,1,0.75,16.13,963.8,13.5,85,4.6,1,19,60,62,113,80,1,26,65,80,116,94,0,4,7,43,35,23
2019-06-08,0,1,0,1,0,0,0,1,1,1.49,19.35,962.1,16.1,79,5.4,14,1,19,60,62,113,12,1,26,65,80,116,0,0,4,7,43,35
2019-07-08,0,1,0,0,1,0,0,1,1,2.24,22.58,961.4,17.2,81,1.0,11,14,1,19,60,62,11,12,1,26,65,80,0,0,0,4,7,43
2019-08-08,0,1,0,0,0,1,0,1,1,2.99,25.81,959.2,18.5,77,1.2,449,11,14,1,19,60,322,11,12,1,26,65,122,0,0,0,4,7
2019-09-08,0,1,0,0,0,0,1,1,3,3.73,29.03,956.5,18.4,76,1.1,191,449,11,14,1,19,167,322,11,12,1,26,87,122,0,0,0,4
2019-12-08,0,1,1,0,0,0,0,3,1,5.97,38.71,955.0,18.9,83,1.4,687,191,449,11,14,1,391,167,322,11,12,1,225,87,122,0,0,0
2019-08-13,0,1,0,1,0,0,0,1,1,6.72,41.94,952.9,19.7,66,0.6,111,687,191,449,11,14,82,391,167,322,11,12,19,225,87,122,0,0
2019-08-14,0,1,0,0,1,0,0,1,1,7.46,45.16,961.4,14.7,76,2.9,614,111,687,191,449,11,407,82,391,167,322,11,266,19,225,87,122,0
2019-08-15,0,1,0,0,0,1,0,1,1,8.21,48.39,963.5,15.3,71,5.1,569,614,111,687,191,449,420,407,82,391,167,322,272,266,19,225,87,122
2019-08-16,0,1,0,0,0,0,1,1,3,8.96,51.61,960.1,15.3,72,4.8,284,569,614,111,687,191,225,420,407,82,391,167,110,272,266,19,225,87
2019-08-19,0,1,1,0,0,0,0,3,1,11.19,61.29,953.3,19.3,75,2.3,695,284,569,614,111,687,387,225,420,407,82,391,276,110,272,266,19,225
2019-08-20,0,1,0,1,0,0,0,1,1,11.94,64.52,955.1,17.0,90,0.7,615,695,284,569,614,111,406,387,225,420,407,82,322,276,110,272,266,19
2019-08-21,0,1,0,0,1,0,0,1,1,12.69,67.74,956.2,16.8,85,1.5,630,615,695,284,569,614,374,406,387,225,420,407,275,322,276,110,272,266
2019-08-22,0,1,0,0,0,1,0,1,1,13.43,70.97,958.0,16.3,75,1.8,555,630,615,695,284,569,388,374,406,387,225,420,266,275,322,276,110,272
2019-08-23,0,1,0,0,0,0,1,1,3,14.18,74.19,955.7,15.5,81,2.1,239,555,630,615,695,284,216,388,374,406,387,225,104,266,275,322,276,110
2019-08-26,0,1,1,0,0,0,0,3,1,16.42,83.87,959.2,16.6,72,5.2,683,239,555,630,615,695,389,216,388,374,406,387,272,104,266,275,322,276
2019-08-27,0,1,0,1,0,0,0,1,1,17.16,87.1,958.9,15.0,87,2.1,692,683,239,555,630,615,417,389,216,388,374,406,316,272,104,266,275,322
2019-08-28,0,1,0,0,1,0,0,1,1,17.91,90.32,957.8,17.6,79,2.4,558,692,683,239,555,630,338,417,389,216,388,374,244,316,272,104,266,275
2019-08-29,0,1,0,0,0,1,0,1,1,18.66,93.55,954.8,18.0,70,6.3,529,558,692,683,239,555,391,338,417,389,216,388,255,244,316,272,104,266
2019-08-30,0,1,0,0,0,0,1,1,3,19.4,96.77,952.9,19.5,65,2.0,284,529,558,692,683,239,211,391,338,417,389,216,95,255,244,316,272,104
2019-02-09,0,1,1,0,0,0,0,3,1,21.64,6.67,949.9,18.6,87,2.2,691,284,529,558,692,683,351,211,391,338,417,389,232,95,255,244,316,272
2019-03-09,0,1,0,1,0,0,0,1,1,22.39,10.0,950.2,20.8,79,2.9,611,691,284,529,558,692,423,351,211,391,338,417,261,232,95,255,244,316
2019-04-09,0,1,0,0,1,0,0,1,1,23.13,13.33,953.7,20.9,79,0.8,596,611,691,284,529,558,368,423,351,211,391,338,232,261,232,95,255,244
2019-05-09,0,1,0,0,0,1,0,1,1,23.88,16.67,958.9,17.7,86,2.6,627,596,611,691,284,529,384,368,423,351,211,391,268,232,261,232,95,255
2019-06-09,0,1,0,0,0,0,1,1,3,24.63,20.0,958.5,16.4,86,4.9,235,627,596,611,691,284,218,384,368,423,351,211,81,268,232,261,232,95
2019-09-09,0,1,1,0,0,0,0,3,1,26.87,30.0,953.9,23.3,65,5.5,730,235,627,596,611,691,384,218,384,368,423,351,234,81,268,232,261,232
2019-10-09,0,1,0,1,0,0,0,1,1,27.61,33.33,952.3,22.4,58,1.6,659,730,235,627,596,611,421,384,218,384,368,423,305,234,81,268,232,261
2019-11-09,0,1,0,0,1,0,0,1,1,28.36,36.67,951.1,23.5,57,1.3,644,659,730,235,627,596,372,421,384,218,384,368,245,305,234,81,268,232
2019-12-09,0,1,0,0,0,1,0,1,1,29.1,40.0,949.7,23.8,59,1.1,622,644,659,730,235,627,408,372,421,384,218,384,242,245,305,234,81,268
2019-09-13,0,1,0,0,0,0,1,1,3,29.85,43.33,954.2,20.4,75,1.6,307,622,644,659,730,235,216,408,372,421,384,218,116,242,245,305,234,81
2019-09-16,0,1,1,0,0,0,0,3,1,32.09,53.33,951.2,23.6,65,4.9,682,307,622,644,659,730,378,216,408,372,421,384,230,116,242,245,305,234
2019-09-17,0,1,0,1,0,0,0,1,1,32.84,56.67,948.5,23.8,64,1.1,668,682,307,622,644,659,422,378,216,408,372,421,308,230,116,242,245,305
2019-09-18,0,1,0,0,1,0,0,1,1,33.58,60.0,944.0,27.2,44,1.1,595,668,682,307,622,644,369,422,378,216,408,372,201,308,230,116,242,245
2019-09-19,0,1,0,0,0,1,0,1,1,34.33,63.33,946.4,21.5,72,0.8,575,595,668,682,307,622,392,369,422,378,216,408,234,201,308,230,116,242
2019-09-20,0,1,0,0,0,0,1,1,3,35.07,66.67,948.9,22.6,73,1.2,275,575,595,668,682,307,214,392,369,422,378,216,85,234,201,308,230,116
2019-09-23,0,1,1,0,0,0,0,3,1,37.31,76.67,959.7,17.5,60,2.8,655,275,575,595,668,682,357,214,392,369,422,378,230,85,234,201,308,230
2019-09-24,0,1,0,1,0,0,0,1,1,38.06,80.0,956.2,18.3,64,4.3,643,655,275,575,595,668,403,357,214,392,369,422,295,230,85,234,201,308
2019-09-25,0,1,0,0,1,0,0,1,1,38.81,83.33,954.1,16.6,87,1.5,638,643,655,275,575,595,379,403,357,214,392,369,225,295,230,85,234,201
2019-09-26,0,1,0,0,0,1,0,1,1,39.55,86.67,952.1,17.5,90,2.6,484,638,643,655,275,575,335,379,403,357,214,392,196,225,295,230,85,234
2019-09-27,0,1,0,0,0,0,1,1,3,40.3,90.0,952.6,17.5,79,1.2,261,484,638,643,655,275,195,335,379,403,357,214,103,196,225,295,230,85
2019-09-30,0,1,1,0,0,0,0,3,1,42.54,100.0,951.4,20.6,65,3.0,478,261,484,638,643,655,310,195,335,379,403,357,148,103,196,225,295,230
2019-01-10,0,1,0,1,0,0,0,1,1,43.28,3.23,950.5,20.8,68,5.7,592,478,261,484,638,643,405,310,195,335,379,403,252,148,103,196,225,295
2019-02-10,0,1,0,0,1,0,0,1,1,44.03,6.45,949.6,23.2,62,4.4,555,592,478,261,484,638,372,405,310,195,335,379,195,252,148,103,196,225
2019-03-10,0,1,0,0,0,1,0,1,1,44.78,9.68,951.2,22.8,55,1.6,536,555,592,478,261,484,391,372,405,310,195,335,244,195,252,148,103,196
2019-04-10,0,1,0,0,0,0,1,1,3,45.52,12.9,951.8,21.7,66,3.5,276,536,555,592,478,261,212,391,372,405,310,195,81,244,195,252,148,103
2019-07-10,0,1,1,0,0,0,0,3,1,47.76,22.58,951.1,21.1,79,1.7,612,276,536,555,592,478,357,212,391,372,405,310,192,81,244,195,252,148
2019-08-10,0,1,0,1,0,0,0,1,1,48.51,25.81,951.5,19.9,79,1.7,643,612,276,536,555,592,398,357,212,391,372,405,294,192,81,244,195,252
2019-09-10,0,1,0,0,1,0,0,1,1,49.25,29.03,952.6,19.9,89,3.4,503,643,612,276,536,555,342,398,357,212,391,372,191,294,192,81,244,195
2019-10-10,0,1,0,0,0,1,0,1,1,50.0,32.26,953.2,21.5,74,5.3,520,503,643,612,276,536,321,342,398,357,212,391,192,191,294,192,81,244
2019-11-10,0,1,0,0,0,0,1,1,3,50.75,35.48,952.0,22.6,72,3.9,253,520,503,643,612,276,194,321,342,398,357,212,69,192,191,294,192,81
2019-10-14,0,1,1,0,0,0,0,3,1,52.99,45.16,950.0,26.9,45,0.8,491,253,520,503,643,612,347,194,321,342,398,357,138,69,192,191,294,192
2019-10-15,0,1,0,1,0,0,0,1,1,53.73,48.39,952.8,23.2,58,1.8,444,491,253,520,503,643,343,347,194,321,342,398,211,138,69,192,191,294
2019-10-16,0,1,0,0,1,0,0,1,1,54.48,51.61,953.5,23.3,63,2.6,379,444,491,253,520,503,347,343,347,194,321,342,185,211,138,69,192,191
2019-10-17,0,1,0,0,0,1,0,1,1,55.22,54.84,952.6,23.9,67,3.2,500,379,444,491,253,520,371,347,343,347,194,321,180,185,211,138,69,192
2019-10-18,0,1,0,0,0,0,1,1,3,55.97,58.06,952.7,21.9,88,0.7,233,500,379,444,491,253,202,371,347,343,347,194,92,180,185,211,138,69
2019-10-21,0,1,1,0,0,0,0,3,1,58.21,67.74,947.6,18.7,73,1.2,252,233,500,379,444,491,171,202,371,347,343,347,61,92,180,185,211,138
2019-10-22,0,1,0,1,0,0,0,1,1,58.96,70.97,946.8,20.3,77,1.1,277,252,233,500,379,444,236,171,202,371,347,343,54,61,92,180,185,211
2019-10-23,0,1,0,0,1,0,0,1,1,59.7,74.19,950.1,22.6,66,3.7,256,277,252,233,500,379,203,236,171,202,371,347,46,54,61,92,180,185
2019-10-24,0,1,0,0,0,1,0,1,1,60.45,77.42,950.0,23.5,65,4.6,113,256,277,252,233,500,130,203,236,171,202,371,17,46,54,61,92,180
2019-10-25,0,1,0,0,0,0,1,1,4,61.19,80.65,950.7,22.9,78,1.9,54,113,256,277,252,233,58,130,203,236,171,202,2,17,46,54,61,92
2019-10-29,0,1,0,1,0,0,0,4,1,64.18,93.55,947.3,27.5,47,0.9,568,54,113,256,277,252,351,58,130,203,236,171,197,2,17,46,54,61
2019-10-30,0,1,0,0,1,0,0,1,1,64.93,96.77,947.5,26.3,52,1.5,613,568,54,113,256,277,369,351,58,130,203,236,191,197,2,17,46,54
2019-10-31,0,1,0,0,0,1,0,1,1,65.67,100.0,950.4,26.3,59,1.4,485,613,568,54,113,256,358,369,351,58,130,203,164,191,197,2,17,46
2019-01-11,0,1,0,0,0,0,1,1,3,66.42,3.33,952.4,26.1,59,2.7,291,485,613,568,54,113,216,358,369,351,58,130,92,164,191,197,2,17
2019-04-11,0,1,1,0,0,0,0,3,1,68.66,13.33,945.8,27.3,58,1.8,594,291,485,613,568,54,350,216,358,369,351,58,168,92,164,191,197,2
2019-05-11,0,1,0,1,0,0,0,1,1,69.4,16.67,947.2,25.9,68,2.2,620,594,291,485,613,568,381,350,216,358,369,351,252,168,92,164,191,197
2019-06-11,0,1,0,0,1,0,0,1,1,70.15,20.0,950.9,21.8,78,1.5,543,620,594,291,485,613,361,381,350,216,358,369,192,252,168,92,164,191
2019-07-11,0,1,0,0,0,1,0,1,1,70.9,23.33,949.1,21.1,79,3.6,500,543,620,594,291,485,347,361,381,350,216,358,219,192,252,168,92,164
2019-08-11,0,1,0,0,0,0,1,1,3,71.64,26.67,947.5,22.1,83,1.9,249,500,543,620,594,291,194,347,361,381,350,216,88,219,192,252,168,92
2019-11-11,0,1,1,0,0,0,0,3,1,73.88,36.67,949.5,24.0,77,2.2,648,249,500,543,620,594,322,194,347,361,381,350,201,88,219,192,252,168
2019-12-11,0,1,0,1,0,0,0,1,1,74.63,40.0,951.5,22.9,69,4.3,612,648,249,500,543,620,415,322,194,347,361,381,226,201,88,219,192,252
2019-11-13,0,1,0,0,1,0,0,1,1,75.37,43.33,949.8,22.1,71,5.6,480,612,648,249,500,543,323,415,322,194,347,361,168,226,201,88,219,192
2019-11-14,0,1,0,0,0,1,0,1,4,76.12,46.67,947.9,20.9,93,3.5,365,480,612,648,249,500,296,323,415,322,194,347,116,168,226,201,88,219
2019-11-18,0,1,1,0,0,0,0,4,1,79.1,60.0,950.6,20.3,77,3.5,464,365,480,612,648,249,264,296,323,415,322,194,144,116,168,226,201,88
2019-11-19,0,1,0,1,0,0,0,1,1,79.85,63.33,951.4,23.5,68,3.6,434,464,365,480,612,648,334,264,296,323,415,322,200,144,116,168,226,201
2019-11-20,0,1,0,0,1,0,0,1,1,80.6,66.67,951.3,23.0,75,3.7,478,434,464,365,480,612,327,334,264,296,323,415,156,200,144,116,168,226
2019-11-21,0,1,0,0,0,1,0,1,1,81.34,70.0,950.5,25.0,63,5.6,470,478,434,464,365,480,321,327,334,264,296,323,200,156,200,144,116,168
