DATA,SEMESTRE_1,SEMESTRE_2,SEGUNDA,TERCA,QUARTA,QUINTA,SEXTA,DISTANCIA_DIA_ANTERIOR,DISTANCIA_DIA_POSTERIOR,PERC_CONCLUSAO_SEM,PERC_CONCLUSAO_MES,PRESSAO_ATMOSFERICA,TEMPERATURA,UMIDADE,VENTO,VENDAS_ALMOCO,VENDAS_ALMOCO_1,VENDAS_ALMOCO_2,VENDAS_ALMOCO_3,VENDAS_ALMOCO_4,VENDAS_ALMOCO_5,ENTR_ALMOCO,ENTR_ALMOCO_1,ENTR_ALMOCO_2,ENTR_ALMOCO_3,ENTR_ALMOCO_4,ENTR_ALMOCO_5,ENTR_JANTAR,ENTR_JANTAR_1,ENTR_JANTAR_2,ENTR_JANTAR_3,ENTR_JANTAR_4,ENTR_JANTAR_5
2018-02-04,1,0,1,0,0,0,0,4,1,25.0,6.67,946.2,24.2,81,0.8,869,444,649,725,777,449,486,424,398,520,463,389,233,134,217,266,245,104
2018-03-04,1,0,0,1,0,0,0,1,1,25.69,10.0,945.6,22.3,86,0.6,763,869,444,649,725,777,551,486,424,398,520,463,280,233,134,217,266,245
2018-04-04,1,0,0,0,1,0,0,1,1,26.39,13.33,946.9,23.3,73,1.4,856,763,869,444,649,725,465,551,486,424,398,520,251,280,233,134,217,266
2018-05-04,1,0,0,0,0,1,0,1,1,27.08,16.67,947.7,22.9,75,1.0,689,856,763,869,444,649,568,465,551,486,424,398,262,251,280,233,134,217
2018-06-04,1,0,0,0,0,0,1,1,3,27.78,20.0,948.8,22.0,81,0.7,401,689,856,763,869,444,398,568,465,551,486,424,93,262,251,280,233,134
2018-09-04,1,0,1,0,0,0,0,3,1,29.86,30.0,952.5,23.4,71,2.8,872,401,689,856,763,869,443,398,568,465,551,486,254,93,262,251,280,233
2018-10-04,1,0,0,1,0,0,0,1,1,30.56,33.33,953.2,22.7,72,3.6,754,872,401,689,856,763,572,443,398,568,465,551,277,254,93,262,251,280
2018-11-04,1,0,0,0,1,0,0,1,1,31.25,36.67,953.6,21.5,72,5.2,757,754,872,401,689,856,491,572,443,398,568,465,246,277,254,93,262,251
2018-12-04,1,0,0,0,0,1,0,1,1,31.94,40.0,953.9,21.8,74,0.9,700,757,754,872,401,689,532,491,572,443,398,568,260,246,277,254,93,262
2018-04-13,1,0,0,0,0,0,1,1,3,32.64,43.33,954.4,22.6,78,1.6,418,700,757,754,872,401,349,532,491,572,443,398,91,260,246,277,254,93
2018-04-16,1,0,1,0,0,0,0,3,1,34.72,53.33,956.9,20.2,79,1.6,817,418,700,757,754,872,448,349,532,491,572,443,224,91,260,246,277,254
2018-04-17,1,0,0,1,0,0,0,1,1,35.42,56.67,957.3,19.9,75,4.8,792,817,418,700,757,754,547,448,349,532,491,572,284,224,91,260,246,277
2018-04-18,1,0,0,0,1,0,0,1,1,36.11,60.0,958.2,19.7,73,5.2,728,792,817,418,700,757,488,547,448,349,532,491,232,284,224,91,260,246
2018-04-19,1,0,0,0,0,1,0,1,1,36.81,63.33,956.3,18.9,76,4.6,717,728,792,817,418,700,526,488,547,448,349,532,236,232,284,224,91,260
2018-04-20,1,0,0,0,0,0,1,1,3,37.5,66.67,954.1,19.2,78,0.9,361,717,728,792,817,418,320,526,488,547,448,349,83,236,232,284,224,91
2018-04-23,1,0,1,0,0,0,0,3,1,39.58,76.67,953.1,21.3,74,5.0,832,361,717,728,792,817,460,320,526,488,547,448,222,83,236,232,284,224
2018-04-24,1,0,0,1,0,0,0,1,1,40.28,80.0,954.1,21.1,74,1.4,691,832,361,717,728,792,533,460,320,526,488,547,238,222,83,236,232,284
2018-04-25,1,0,0,0,1,0,0,1,1,40.97,83.33,955.6,22.4,74,0.8,775,691,832,361,717,728,481,533,460,320,526,488,262,238,222,83,236,232
2018-04-26,1,0,0,0,0,1,0,1,1,41.67,86.67,954.5,20.4,85,1.2,707,775,691,832,361,717,512,481,533,460,320,526,250,262,238,222,83,236
2018-04-27,1,0,0,0,0,0,1,1,5,42.36,90.0,954.3,22.8,72,1.6,406,707,775,691,832,361,335,512,481,533,460,320,90,250,262,238,222,83
2018-02-05,1,0,0,0,1,0,0,5,1,45.83,6.45,956.1,22.3,74,1.8,808,406,707,775,691,832,457,335,512,481,533,460,186,90,250,262,238,222
2018-03-05,1,0,0,0,0,1,0,1,1,46.53,9.68,955.3,20.3,80,1.6,677,808,406,707,775,691,532,457,335,512,481,533,249,186,90,250,262,238
2018-04-05,1,0,0,0,0,0,1,1,3,47.22,12.9,954.1,20.8,80,3.2,403,677,808,406,707,775,344,532,457,335,512,481,94,249,186,90,250,262
2018-07-05,1,0,1,0,0,0,0,3,1,49.31,22.58,956.5,19.9,77,0.6,764,403,677,808,406,707,439,344,532,457,335,512,198,94,249,186,90,250
2018-08-05,1,0,0,1,0,0,0,1,1,50.0,25.81,955.6,20.4,76,1.1,729,764,403,677,808,406,503,439,344,532,457,335,260,198,94,249,186,90
2018-09-05,1,0,0,0,1,0,0,1,1,50.69,29.03,956.2,20.6,71,2.2,653,729,764,403,677,808,453,503,439,344,532,457,244,260,198,94,249,186
2018-10-05,1,0,0,0,0,1,0,1,1,51.39,32.26,954.7,19.9,68,5.4,677,653,729,764,403,677,529,453,503,439,344,532,230,244,260,198,94,249
2018-11-05,1,0,0,0,0,0,1,1,3,52.08,35.48,953.3,20.0,71,3.0,364,677,653,729,764,403,319,529,453,503,439,344,83,230,244,260,198,94
2018-05-14,1,0,1,0,0,0,0,3,1,54.17,45.16,954.7,19.6,79,1.9,674,364,677,653,729,764,413,319,529,453,503,439,204,83,230,244,260,198
2018-05-15,1,0,0,1,0,0,0,1,1,54.86,48.39,953.1,21.9,71,2.4,736,674,364,677,653,729,490,413,319,529,453,503,274,204,83,230,244,260
2018-05-16,1,0,0,0,1,0,0,1,1,55.56,51.61,950.6,21.9,75,0.8,691,736,674,364,677,653,442,490,413,319,529,453,197,274,204,83,230,244
2018-05-17,1,0,0,0,0,1,0,1,1,56.25,54.84,952.9,20.2,82,2.4,671,691,736,674,364,677,464,442,490,413,319,529,269,197,274,204,83,230
2018-05-18,1,0,0,0,0,0,1,1,3,56.94,58.06,951.6,20.6,79,4.7,431,671,691,736,674,364,352,464,442,490,413,319,104,269,197,274,204,83
2018-05-21,1,0,1,0,0,0,0,3,1,59.03,67.74,952.5,12.9,70,1.1,798,431,671,691,736,674,402,352,464,442,490,413,221,104,269,197,274,204
2018-05-22,1,0,0,1,0,0,0,1,1,59.72,70.97,953.9,13.1,76,0.7,660,798,431,671,691,736,507,402,352,464,442,490,273,221,104,269,197,274
2018-05-23,1,0,0,0,1,0,0,1,1,60.42,74.19,955.7,15.5,75,0.5,539,660,798,431,671,691,455,507,402,352,464,442,131,273,221,104,269,197
2018-05-24,1,0,0,0,0,1,0,1,11,61.11,77.42,957.9,17.9,77,1.8,52,539,660,798,431,671,68,455,507,402,352,464,0,131,273,221,104,269
2018-04-06,1,0,1,0,0,0,0,11,1,68.75,13.33,958.6,17.3,67,0.9,744,52,539,660,798,431,426,68,455,507,402,352,192,0,131,273,221,104
2018-05-06,1,0,0,1,0,0,0,1,1,69.44,16.67,953.1,16.7,82,2.9,544,744,52,539,660,798,523,426,68,455,507,402,259,192,0,131,273,221
2018-06-06,1,0,0,0,1,0,0,1,1,70.14,20.0,948.2,18.0,83,0.7,665,544,744,52,539,660,456,523,426,68,455,507,214,259,192,0,131,273
2018-07-06,1,0,0,0,0,1,0,1,1,70.83,23.33,950.8,18.3,94,1.0,523,665,544,744,52,539,496,456,523,426,68,455,224,214,259,192,0,131
2018-08-06,1,0,0,0,0,0,1,1,3,71.53,26.67,952.3,18.9,78,3.8,270,523,665,544,744,52,309,496,456,523,426,68,85,224,214,259,192,0
2018-11-06,1,0,1,0,0,0,0,3,1,73.61,36.67,952.1,18.8,89,1.7,340,270,523,665,544,744,261,309,496,456,523,426,46,85,224,214,259,192
2018-12-06,1,0,0,1,0,0,0,1,1,74.31,40.0,950.9,21.3,71,0.5,254,340,270,523,665,544,247,261,309,496,456,523,50,46,85,224,214,259
2018-06-13,1,0,0,0,1,0,0,1,1,75.0,43.33,952.3,21.1,81,0.7,623,254,340,270,523,665,453,247,261,309,496,456,190,50,46,85,224,214
2018-06-14,1,0,0,0,0,1,0,1,1,75.69,46.67,956.0,18.9,79,2.3,625,623,254,340,270,523,425,453,247,261,309,496,242,190,50,46,85,224
2018-06-15,1,0,0,0,0,0,1,1,3,76.39,50.0,957.5,16.0,86,1.0,421,625,623,254,340,270,353,425,453,247,261,309,98,242,190,50,46,85
2018-06-18,1,0,1,0,0,0,0,3,1,78.47,60.0,960.1,18.2,78,0.9,506,421,625,623,254,340,382,353,425,453,247,261,127,98,242,190,50,46
2018-06-19,1,0,0,1,0,0,0,1,1,79.17,63.33,959.7,18.6,76,4.7,632,506,421,625,623,254,468,382,353,425,453,247,224,127,98,242,190,50
2018-06-20,1,0,0,0,1,0,0,1,1,79.86,66.67,959.3,15.0,92,1.8,597,632,506,421,625,623,442,468,382,353,425,453,177,224,127,98,242,190
2018-06-21,1,0,0,0,0,1,0,1,1,80.56,70.0,956.0,16.9,80,0.9,593,597,632,506,421,625,439,442,468,382,353,425,212,177,224,127,98,242
2018-06-22,1,0,0,0,0,0,1,1,3,81.25,73.33,954.7,18.0,78,0.7,41,593,597,632,506,421,0,439,442,468,382,353,44,212,177,224,127,98
2018-06-25,1,0,1,0,0,0,0,3,1,83.33,83.33,953.2,18.9,69,0.3,695,41,593,597,632,506,391,0,439,442,468,382,207,44,212,177,224,127
2018-06-26,1,0,0,1,0,0,0,1,1,84.03,86.67,952.2,17.7,71,0.7,618,695,41,593,597,632,469,391,0,439,442,468,243,207,44,212,177,224
2018-06-27,1,0,0,0,1,0,0,1,1,84.72,90.0,954.2,18.1,68,0.4,76,618,695,41,593,597,73,469,391,0,439,442,0,243,207,44,212,177
2018-06-28,1,0,0,0,0,1,0,1,1,85.42,93.33,955.9,14.6,95,0.5,592,76,618,695,41,593,412,73,469,391,0,439,217,0,243,207,44,212
2018-06-29,1,0,0,0,0,0,1,1,3,86.11,96.67,954.5,18.7,68,0.4,279,592,76,618,695,41,256,412,73,469,391,0,82,217,0,243,207,44
2018-02-07,1,0,1,0,0,0,0,3,1,88.19,6.45,952.1,16.0,91,0.9,129,279,592,76,618,695,0,256,412,73,469,391,133,82,217,0,243,207
2018-03-07,1,0,0,1,0,0,0,1,1,88.89,9.68,952.5,17.5,76,0.9,442,129,279,592,76,618,363,0,256,412,73,469,155,133,82,217,0,243
2018-04-07,1,0,0,0,1,0,0,1,1,89.58,12.9,953.8,18.8,81,1.0,264,442,129,279,592,76,216,363,0,256,412,73,111,155,133,82,217,0
2018-05-07,1,0,0,0,0,1,0,1,1,90.28,16.13,954.8,16.4,95,1.5,220,264,442,129,279,592,204,216,363,0,256,412,65,111,155,133,82,217
2018-06-07,1,0,0,0,0,0,1,1,4,90.97,19.35,955.3,18.1,74,0.6,13,220,264,442,129,279,18,204,216,363,0,256,0,65,111,155,133,82
2018-10-07,1,0,0,1,0,0,0,4,1,93.75,32.26,954.5,13.4,86,2.5,116,13,220,264,442,129,110,18,204,216,363,0,35,0,65,111,155,133
2018-11-07,1,0,0,0,1,0,0,1,1,94.44,35.48,957.4,11.6,79,0.9,89,116,13,220,264,442,68,110,18,204,216,363,34,35,0,65,111,155
2018-12-07,1,0,0,0,0,1,0,1,1,95.14,38.71,958.7,10.3,82,2.1,51,89,116,13,220,264,40,68,110,18,204,216,19,34,35,0,65,111
2018-07-13,1,0,0,0,0,0,1,1,24,95.83,41.94,956.0,11.5,86,1.6,14,51,89,116,13,220,20,40,68,110,18,204,0,19,34,35,0,65
2018-06-08,0,1,1,0,0,0,0,24,1,0.72,19.35,954.8,14.6,91,1.3,734,14,51,89,116,13,305,20,40,68,110,18,221,0,19,34,35,0
2018-07-08,0,1,0,1,0,0,0,1,1,1.45,22.58,956.6,15.5,85,1.6,797,734,14,51,89,116,476,305,20,40,68,110,297,221,0,19,34,35
2018-08-08,0,1,0,0,1,0,0,1,1,2.17,25.81,956.2,17.5,80,3.6,719,797,734,14,51,89,407,476,305,20,40,68,282,297,221,0,19,34
2018-09-08,0,1,0,0,0,1,0,1,1,2.9,29.03,949.8,18.3,88,3.6,667,719,797,734,14,51,473,407,476,305,20,40,230,282,297,221,0,19
2018-10-08,0,1,0,0,0,0,1,1,3,3.62,32.26,949.1,16.9,54,5.9,336,667,719,797,734,14,261,473,407,476,305,20,82,230,282,297,221,0
2018-08-13,0,1,1,0,0,0,0,3,1,5.8,41.94,955.5,14.7,79,0.6,725,336,667,719,797,734,331,261,473,407,476,305,276,82,230,282,297,221
2018-08-14,0,1,0,1,0,0,0,1,1,6.52,45.16,953.3,17.6,68,4.2,714,725,336,667,719,797,467,331,261,473,407,476,292,276,82,230,282,297
2018-08-15,0,1,0,0,1,0,0,1,1,7.25,48.39,953.5,14.4,89,1.4,669,714,725,336,667,719,436,467,331,261,473,407,264,292,276,82,230,282
2018-08-16,0,1,0,0,0,1,0,1,1,7.97,51.61,957.7,17.0,78,0.5,685,669,714,725,336,667,460,436,467,331,261,473,252,264,292,276,82,230
2018-08-17,0,1,0,0,0,0,1,1,3,8.7,54.84,960.0,17.5,75,1.3,296,685,669,714,725,336,260,460,436,467,331,261,74,252,264,292,276,82
2018-08-20,0,1,1,0,0,0,0,3,1,10.87,64.52,957.0,20.4,67,5.2,684,296,685,669,714,725,358,260,460,436,467,331,244,74,252,264,292,276
2018-08-21,0,1,0,1,0,0,0,1,1,11.59,67.74,956.7,19.5,66,2.9,733,684,296,685,669,714,465,358,260,460,436,467,291,244,74,252,264,292
2018-08-22,0,1,0,0,1,0,0,1,1,12.32,70.97,955.9,17.3,81,1.1,671,733,684,296,685,669,415,465,358,260,460,436,264,291,244,74,252,264
2018-08-23,0,1,0,0,0,1,0,1,1,13.04,74.19,952.5,21.2,64,1.4,651,671,733,684,296,685,485,415,465,358,260,460,207,264,291,244,74,252
2018-08-24,0,1,0,0,0,0,1,1,3,13.77,77.42,951.8,22.3,66,1.0,317,651,671,733,684,296,243,485,415,465,358,260,81,207,264,291,244,74
2018-08-27,0,1,1,0,0,0,0,3,1,15.94,87.1,958.9,15.3,81,0.8,705,317,651,671,733,684,337,243,485,415,465,358,267,81,207,264,291,244
2018-08-28,0,1,0,1,0,0,0,1,1,16.67,90.32,959.1,16.9,76,4.2,692,705,317,651,671,733,495,337,243,485,415,465,225,267,81,207,264,291
2018-08-29,0,1,0,0,1,0,0,1,1,17.39,93.55,958.2,17.0,83,3.1,624,692,705,317,651,671,387,495,337,243,485,415,245,225,267,81,207,264
2018-08-30,0,1,0,0,0,1,0,1,1,18.12,96.77,954.8,20.4,68,3.4,772,624,692,705,317,651,429,387,495,337,243,485,246,245,225,267,81,207
2018-08-31,0,1,0,0,0,0,1,1,3,18.84,100.0,951.6,22.1,64,1.3,258,772,624,692,705,317,288,429,387,495,337,243,72,246,245,225,267,81
2018-03-09,0,1,1,0,0,0,0,3,1,21.01,10.0,947.2,22.4,64,1.4,638,258,772,624,692,705,337,288,429,387,495,337,239,72,246,245,225,267
2018-04-09,0,1,0,1,0,0,0,1,1,21.74,13.33,947.2,16.6,58,4.6,381,638,258,772,624,692,381,337,288,429,387,495,263,239,72,246,245,225
2018-05-09,0,1,0,0,1,0,0,1,1,22.46,16.67,955.0,15.2,74,1.5,577,381,638,258,772,624,402,381,337,288,429,387,261,263,239,72,246,245
2018-06-09,0,1,0,0,0,1,0,1,4,23.19,20.0,957.3,17.1,66,2.2,406,577,381,638,258,772,417,402,381,337,288,429,172,261,263,239,72,246
2018-10-09,0,1,1,0,0,0,0,4,1,26.09,33.33,955.1,19.5,69,1.6,670,406,577,381,638,258,312,417,402,381,337,288,233,172,261,263,239,72
2018-11-09,0,1,0,1,0,0,0,1,1,26.81,36.67,952.2,19.2,65,3.8,681,670,406,577,381,638,432,312,417,402,381,337,292,233,172,261,263,239
2018-12-09,0,1,0,0,1,0,0,1,1,27.54,40.0,954.3,19.3,65,5.0,630,681,670,406,577,381,413,432,312,417,402,381,240,292,233,172,261,263
2018-09-13,0,1,0,0,0,1,0,1,1,28.26,43.33,951.9,19.0,69,5.4,630,630,681,670,406,577,416,413,432,312,417,402,252,240,292,233,172,261
2018-09-14,0,1,0,0,0,0,1,1,3,28.99,46.67,949.6,18.0,83,1.3,205,630,630,681,670,406,247,416,413,432,312,417,53,252,240,292,233,172
2018-09-17,0,1,1,0,0,0,0,3,1,31.16,56.67,950.2,15.2,84,0.7,660,205,630,630,681,670,321,247,416,413,432,312,243,53,252,240,292,233
2018-09-18,0,1,0,1,0,0,0,1,1,31.88,60.0,947.7,20.3,84,1.8,549,660,205,630,630,681,384,321,247,416,413,432,248,243,53,252,240,292
2018-09-19,0,1,0,0,1,0,0,1,1,32.61,63.33,949.9,23.5,64,0.9,543,549,660,205,630,630,393,384,321,247,416,413,191,248,243,53,252,240
2018-09-20,0,1,0,0,0,1,0,1,1,33.33,66.67,951.9,21.8,78,2.3,559,543,549,660,205,630,409,393,384,321,247,416,221,191,248,243,53,252
2018-09-21,0,1,0,0,0,0,1,1,3,34.06,70.0,949.9,21.1,79,1.0,307,559,543,549,660,205,268,409,393,384,321,247,66,221,191,248,243,53
2018-09-24,0,1,1,0,0,0,0,3,1,36.23,80.0,949.5,24.2,65,0.9,318,307,559,543,549,660,316,268,409,393,384,321,219,66,221,191,248,243
2018-09-25,0,1,0,1,0,0,0,1,1,36.96,83.33,950.3,22.6,67,3.4,756,318,307,559,543,549,424,316,268,409,393,384,278,219,66,221,191,248
2018-09-26,0,1,0,0,1,0,0,1,1,37.68,86.67,949.1,23.5,70,3.4,663,756,318,307,559,543,407,424,316,268,409,393,252,278,219,66,221,191
2018-09-27,0,1,0,0,0,1,0,1,1,38.41,90.0,946.7,25.3,65,4.0,616,663,756,318,307,559,432,407,424,316,268,409,241,252,278,219,66,221
2018-09-28,0,1,0,0,0,0,1,1,3,39.13,93.33,950.9,20.7,85,0.8,285,616,663,756,318,307,238,432,407,424,316,268,73,241,252,278,219,66
2018-01-10,0,1,1,0,0,0,0,3,1,41.3,3.23,948.8,21.3,88,0.4,531,285,616,663,756,318,310,238,432,407,424,316,212,73,241,252,278,219
2018-02-10,0,1,0,1,0,0,0,1,1,42.03,6.45,949.6,23.1,70,1.1,504,531,285,616,663,756,432,310,238,432,407,424,230,212,73,241,252,278
2018-03-10,0,1,0,0,1,0,0,1,1,42.75,9.68,948.6,25.5,63,0.8,549,504,531,285,616,663,422,432,310,238,432,407,232,230,212,73,241,252
2018-04-10,0,1,0,0,0,1,0,1,1,43.48,12.9,951.4,22.3,82,2.0,607,549,504,531,285,616,440,422,432,310,238,432,210,232,230,212,73,241
2018-05-10,0,1,0,0,0,0,1,1,3,44.2,16.13,952.6,21.3,70,3.4,233,607,549,504,531,285,216,440,422,432,310,238,80,210,232,230,212,73
2018-08-10,0,1,1,0,0,0,0,3,1,46.38,25.81,951.0,19.9,89,3.0,581,233,607,549,504,531,287,216,440,422,432,310,221,80,210,232,230,212
2018-09-10,0,1,0,1,0,0,0,1,1,47.1,29.03,949.3,19.6,93,3.7,707,581,233,607,549,504,411,287,216,440,422,432,270,221,80,210,232,230
2018-10-10,0,1,0,0,1,0,0,1,1,47.83,32.26,947.6,24.6,69,2.1,501,707,581,233,607,549,387,411,287,216,440,422,196,270,221,80,210,232
2018-11-10,0,1,0,0,0,1,0,1,4,48.55,35.48,952.0,22.7,78,2.6,443,501,707,581,233,607,355,387,411,287,216,440,152,196,270,221,80,210
2018-10-15,0,1,1,0,0,0,0,4,1,51.45,48.39,948.3,19.3,90,3.1,172,443,501,707,581,233,110,355,387,411,287,216,28,152,196,270,221,80
2018-10-16,0,1,0,1,0,0,0,1,1,52.17,51.61,948.6,21.0,80,1.9,195,172,443,501,707,581,165,110,355,387,411,287,45,28,152,196,270,221
2018-10-17,0,1,0,0,1,0,0,1,1,52.9,54.84,949.6,23.4,76,2.4,253,195,172,443,501,707,188,165,110,355,387,411,72,45,28,152,196,270
2018-10-18,0,1,0,0,0,1,0,1,1,53.62,58.06,947.1,23.0,85,3.2,143,253,195,172,443,501,138,188,165,110,355,387,48,72,45,28,152,196
2018-10-19,0,1,0,0,0,0,1,1,3,54.35,61.29,947.2,23.2,72,3.1,38,143,253,195,172,443,49,138,188,165,110,355,1,48,72,45,28,152
2018-10-22,0,1,1,0,0,0,0,3,1,56.52,70.97,951.4,20.4,64,3.7,620,38,143,253,195,172,323,49,138,188,165,110,201,1,48,72,45,28
2018-10-23,0,1,0,1,0,0,0,1,1,57.25,74.19,949.3,24.1,63,2.2,766,620,38,143,253,195,412,323,49,138,188,165,272,201,1,48,72,45
2018-10-24,0,1,0,0,1,0,0,1,1,57.97,77.42,951.9,20.8,82,1.5,508,766,620,38,143,253,382,412,323,49,138,188,228,272,201,1,48,72
2018-10-25,0,1,0,0,0,1,0,1,1,58.7,80.65,950.0,20.0,87,3.0,458,508,766,620,38,143,402,382,412,323,49,138,183,228,272,201,1,48
2018-10-26,0,1,0,0,0,0,1,1,3,59.42,83.87,947.7,21.0,85,2.3,241,458,508,766,620,38,263,402,382,412,323,49,63,183,228,272,201,1
2018-10-29,0,1,1,0,0,0,0,3,1,61.59,93.55,950.8,18.8,72,2.8,511,241,458,508,766,620,293,263,402,382,412,323,185,63,183,228,272,201
2018-10-30,0,1,0,1,0,0,0,1,1,62.32,96.77,952.1,19.0,77,2.9,667,511,241,458,508,766,437,293,263,402,382,412,256,185,63,183,228,272
2018-10-31,0,1,0,0,1,0,0,1,1,63.04,100.0,950.2,24.6,68,3.9,563,667,511,241,458,508,362,437,293,263,402,382,208,256,185,63,183,228
2018-01-11,0,1,0,0,0,1,0,1,4,63.77,3.33,948.6,23.4,78,0.8,407,563,667,511,241,458,344,362,437,293,263,402,131,208,256,185,63,183
2018-05-11,0,1,1,0,0,0,0,4,1,66.67,16.67,951.5,19.5,79,1.9,553,407,563,667,511,241,299,344,362,437,293,263,181,131,208,256,185,63
2018-06-11,0,1,0,1,0,0,0,1,1,67.39,20.0,950.9,18.3,85,3.9,620,553,407,563,667,511,400,299,344,362,437,293,205,181,131,208,256,185
2018-07-11,0,1,0,0,1,0,0,1,1,68.12,23.33,951.4,21.4,81,2.2,555,620,553,407,563,667,358,400,299,344,362,437,215,205,181,131,208,256
2018-08-11,0,1,0,0,0,1,0,1,1,68.84,26.67,953.9,18.8,91,2.8,532,555,620,553,407,563,380,358,400,299,344,362,195,215,205,181,131,208
2018-09-11,0,1,0,0,0,0,1,1,3,69.57,30.0,953.1,21.0,69,6.0,284,532,555,620,553,407,234,380,358,400,299,344,62,195,215,205,181,131
2018-12-11,0,1,1,0,0,0,0,3,1,71.74,40.0,948.2,25.5,68,3.0,555,284,532,555,620,553,293,234,380,358,400,299,208,62,195,215,205,181
2018-11-13,0,1,0,1,0,0,0,1,1,72.46,43.33,949.8,25.8,65,3.9,642,555,284,532,555,620,360,293,234,380,358,400,243,208,62,195,215,205
2018-11-14,0,1,0,0,1,0,0,1,5,73.19,46.67,946.7,27.8,59,4.1,305,642,555,284,532,555,282,360,293,234,380,358,111,243,208,62,195,215
2018-11-19,0,1,1,0,0,0,0,5,1,76.81,63.33,949.4,20.0,92,1.9,468,305,642,555,284,532,246,282,360,293,234,380,171,111,243,208,62,195
2018-11-20,0,1,0,1,0,0,0,1,1,77.54,66.67,952.9,19.5,75,2.6,353,468,305,642,555,284,294,246,282,360,293,234,217,171,111,243,208,62
2018-11-21,0,1,0,0,1,0,0,1,1,78.26,70.0,953.0,18.1,80,3.6,519,353,468,305,642,555,378,294,246,282,360,293,184,217,171,111,243,208
2018-11-22,0,1,0,0,0,1,0,1,1,78.99,73.33,951.1,24.0,63,2.8,517,519,353,468,305,642,389,378,294,246,282,360,204,184,217,171,111,243
2018-11-23,0,1,0,0,0,0,1,1,3,79.71,76.67,947.9,26.5,52,2.9,216,517,519,353,468,305,191,389,378,294,246,282,49,204,184,217,171,111
2018-11-26,0,1,1,0,0,0,0,3,1,81.88,86.67,952.3,21.3,79,2.2,620,216,517,519,353,468,260,191,389,378,294,246,197,49,204,184,217,171
2018-11-27,0,1,0,1,0,0,0,1,1,82.61,90.0,953.4,21.7,64,1.3,660,620,216,517,519,353,458,260,191,389,378,294,281,197,49,204,184,217
2018-11-28,0,1,0,0,1,0,0,1,1,83.33,93.33,952.0,23.4,66,4.4,529,660,620,216,517,519,371,458,260,191,389,378,196,281,197,49,204,184
2018-11-29,0,1,0,0,0,1,0,1,1,84.06,96.67,949.3,24.3,66,4.6,501,529,660,620,216,517,339,371,458,260,191,389,200,196,281,197,49,204
2018-11-30,0,1,0,0,0,0,1,1,3,84.78,100.0,945.4,23.8,76,0.8,284,501,529,660,620,216,261,339,371,458,260,191,68,200,196,281,197,49
2018-03-12,0,1,1,0,0,0,0,3,1,86.96,9.68,946.5,22.7,66,2.9,528,284,501,529,660,620,308,261,339,371,458,260,155,68,200,196,281,197
2018-04-12,0,1,0,1,0,0,0,1,1,87.68,12.9,943.8,23.9,66,4.9,544,528,284,501,529,660,365,308,261,339,371,458,189,155,68,200,196,281
2018-05-12,0,1,0,0,1,0,0,1,1,88.41,16.13,944.2,26.2,70,0.7,425,544,528,284,501,529,299,365,308,261,339,371,137,189,155,68,200,196
2018-06-12,0,1,0,0,0,1,0,1,1,89.13,19.35,949.3,24.0,67,1.5,371,425,544,528,284,501,305,299,365,308,261,339,128,137,189,155,68,200
2018-07-12,0,1,0,0,0,0,1,1,3,89.86,22.58,949.7,19.9,89,1.4,168,371,425,544,528,284,163,305,299,365,308,261,44,128,137,189,155,68
2018-10-12,0,1,1,0,0,0,0,3,1,92.03,32.26,956.0,23.5,57,4.1,218,168,371,425,544,528,135,163,305,299,365,308,70,44,128,137,189,155
2018-11-12,0,1,0,1,0,0,0,1,1,92.75,35.48,955.0,26.2,52,2.6,299,218,168,371,425,544,219,135,163,305,299,365,122,70,44,128,137,189
2018-12-12,0,1,0,0,1,0,0,1,1,93.48,38.71,952.8,27.3,51,3.1,231,299,218,168,371,425,189,219,135,163,305,299,60,122,70,44,128,137
2018-12-13,0,1,0,0,0,1,0,1,1,94.2,41.94,951.0,27.9,49,2.2,176,231,299,218,168,371,141,189,219,135,163,305,66,60,122,70,44,128
2018-12-14,0,1,0,0,0,0,1,1,3,94.93,45.16,950.9,26.2,54,1.4,50,176,231,299,218,168,52,141,189,219,135,163,21,66,60,122,70,44
2018-12-17,0,1,1,0,0,0,0,3,1,97.1,54.84,951.2,27.5,64,4.2,111,50,176,231,299,218,77,52,141,189,219,135,50,21,66,60,122,70
2018-12-18,0,1,0,1,0,0,0,1,1,97.83,58.06,950.8,25.7,75,3.0,95,111,50,176,231,299,88,77,52,141,189,219,27,50,21,66,60,122
2018-12-19,0,1,0,0,1,0,0,1,1,98.55,61.29,949.6,27.7,59,2.9,58,95,111,50,176,231,44,88,77,52,141,189,14,27,50,21,66,60
2018-12-20,0,1,0,0,0,1,0,1,1,99.28,64.52,948.7,25.0,76,1.7,40,58,95,111,50,176,35,44,88,77,52,141,17,14,27,50,21,66
2018-12-21,0,1,0,0,0,0,1,1,61,100.0,67.74,948.7,24.4,79,1.6,10,40,58,95,111,50,14,35,44,88,77,52,0,17,14,27,50,21
2019-02-20,1,0,0,0,1,0,0,61,1,0.73,71.43,947.9,23.7,78,0.5,966,10,40,58,95,111,441,14,35,44,88,77,246,0,17,14,27,50
2019-02-21,1,0,0,0,0,1,0,1,1,1.46,75.0,949.8,22.9,84,1.5,779,966,10,40,58,95,458,441,14,35,44,88,279,246,0,17,14,27
