Data,Temperatura,Precipitação,Segunda,Terça,Quarta,Quinta,Sexta,Primavera,Verao,Outono,Inverno,Distancia Data Posterior,Distancia Data Anterior,Vendas 1d anterior,Vendas 2d anterior,Vendas 3d anterior,Vendas 4d anterior,Vendas 5d anterior,TOTAL VENDIDO ALMOCO
05/05/2017,21.8,91.25,0,0,0,0,1,0,0,1,0,3,1,41,9,15,15,17,84
04/05/2017,25.8,75.75,0,0,0,1,0,0,0,1,0,1,1,9,15,15,17,26,41
03/05/2017,24.8,79.5,0,0,1,0,0,0,0,1,0,1,1,15,15,17,26,10,9
02/05/2017,23.4,80.75,0,1,0,0,0,0,0,1,0,1,5,15,17,26,10,14,15
27/04/2017,19.9,91.25,0,0,0,1,0,0,0,1,0,5,1,17,26,10,14,17,15
26/04/2017,24.2,80.5,0,0,1,0,0,0,0,1,0,1,1,26,10,14,17,26,17
25/04/2017,28.5,69.75,0,1,0,0,0,0,0,1,0,1,1,10,14,17,26,10,26
24/04/2017,27,78.5,1,0,0,0,0,0,0,1,0,1,4,14,17,26,10,22,10
20/04/2017,27.9,69.75,0,0,0,1,0,0,0,1,0,4,1,17,26,10,22,14,14
19/04/2017,23,73.5,0,0,1,0,0,0,0,1,0,1,1,26,10,22,14,0,17
18/04/2017,22.6,72.75,0,1,0,0,0,0,0,1,0,1,1,10,22,14,0,0,26
17/04/2017,24.1,88.25,1,0,0,0,0,0,0,1,0,1,4,22,14,0,0,0,10
13/04/2017,20.3,78.75,0,0,0,1,0,0,0,1,0,4,1,14,0,0,0,0,22
12/04/2017,25.2,83.5,0,0,1,0,0,0,0,1,0,1,69,0,0,0,0,0,14
,,,,,,,,,,,,,,,,,,,0
