--------------------
BDMEP - INMET
--------------------
Estação           : SAO PAULO MIR de SANTANA  - SP (OMM: 83781)
Latitude  (graus) : -23.5
Longitude (graus) : -46.61
Altitude  (metros): 792.06
Estação Operante
Inicio de operação: 01/12/1945
Periodo solicitado dos dados: 01/01/2017 a 31/10/2018
Os dados listados abaixo são os que encontram-se digitados no BDMEP
Hora em UTC
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;Precipitacao;TempMaxima;TempMinima;Insolacao;Evaporacao Piche;Temp Comp Media;Umidade Relativa Media;Velocidade do Vento Media;
83781;24/02/2018;1200;0;;17.8;;;;;;
83781;25/02/2018;0000;;26.8;;7.3;2.8;21.84;76;3.3;
83781;25/02/2018;1200;0;;17.6;;;;;;
83781;26/02/2018;0000;;27.2;;1.1;2.9;22.2;88;1.6;
83781;26/02/2018;1200;0;;19.6;;;;;;
83781;27/02/2018;0000;;28.5;;3.6;1.1;22.92;84;2.5;
83781;27/02/2018;1200;73.1;;19;;;;;;
83781;28/02/2018;0000;;30.3;;9.3;2.1;24.06;77;1.25;
83781;28/02/2018;1200;0;;19.5;;;;;;
83781;01/03/2018;0000;;30.6;;6.9;5.1;24.7;80.25;2.8;
83781;01/03/2018;1200;0;;20.9;;;;;;
83781;02/03/2018;0000;;31.4;;6.8;3.5;24.48;83.75;2.466667;
83781;02/03/2018;1200;0.5;;21.3;;;;;;
83781;03/03/2018;0000;;29.5;;6.8;3.8;23.74;77;2.466667;
83781;03/03/2018;1200;4.2;;20;;;;;;
83781;04/03/2018;0000;;31.3;;5.6;3.6;24.82;83.75;2.266667;
83781;04/03/2018;1200;0;;21;;;;;;
83781;05/03/2018;0000;;31.2;;8.5;2.6;24.44;77.5;1.266667;
83781;05/03/2018;1200;6.4;;20.4;;;;;;
83781;06/03/2018;0000;;29.8;;6.3;3.9;24.34;81;2.433333;
83781;06/03/2018;1200;22.1;;20.7;;;;;;
83781;07/03/2018;0000;;30;;5.1;3.5;23.94;84.25;2.166667;
83781;07/03/2018;1200;2.2;;21.3;;;;;;
83781;08/03/2018;0000;;23.8;;0;3;21.44;86.5;2.766667;
83781;08/03/2018;1200;0;;20.2;;;;;;
83781;09/03/2018;0000;;26.8;;3.4;2;22.08;77.25;2.5;
83781;09/03/2018;1200;0.4;;19.2;;;;;;
83781;10/03/2018;0000;;27.5;;2.3;2.8;22.44;84.5;1.933333;
83781;10/03/2018;1200;0;;20.1;;;;;;
83781;11/03/2018;0000;;31;;7.1;2.8;24.42;70.25;1.366667;
83781;11/03/2018;1200;0.4;;19.3;;;;;;
83781;12/03/2018;0000;;31.2;;8.3;3.5;24.64;76.75;1.8;
83781;12/03/2018;1200;0;;20.4;;;;;;
83781;13/03/2018;0000;;29.3;;4.8;1;23.76;81.5;1.933333;
83781;13/03/2018;1200;42.8;;20.3;;;;;;
83781;14/03/2018;0000;;33.6;;8.9;2;25.34;72.5;2.266667;
83781;14/03/2018;1200;0;;21.6;;;;;;
83781;15/03/2018;0000;;31;;4.6;3.9;25.94;66;2.466667;
83781;15/03/2018;1200;32.8;;19.9;;;;;;
83781;16/03/2018;0000;;30.5;;7.3;3.9;25.26;72.5;2.466667;
83781;16/03/2018;1200;0;;22.4;;;;;;
83781;17/03/2018;0000;;29.6;;6.7;4.5;24.24;71.25;1.9;
83781;17/03/2018;1200;0;;21.2;;;;;;
83781;18/03/2018;0000;;32;;8.9;3.5;24.62;74;1.6;
83781;18/03/2018;1200;0;;19.7;;;;;;
83781;19/03/2018;0000;;31.9;;6.4;3.8;25.66;78.75;1.366667;
83781;19/03/2018;1200;0;;21.4;;;;;;
83781;20/03/2018;0000;;31;;2.1;3.4;23.74;79.25;0.533333;
83781;20/03/2018;1200;0;;19.5;;;;;;
83781;21/03/2018;0000;;27;;2.6;2.3;22.4;79.25;1.833333;
83781;21/03/2018;1200;50.1;;19.5;;;;;;
83781;22/03/2018;0000;;26.4;;2.2;2;22.12;80.5;2.9;
83781;22/03/2018;1200;5.4;;19.8;;;;;;
83781;23/03/2018;0000;;30;;6;2;23.88;75.25;2.366667;
83781;23/03/2018;1200;0;;20.2;;;;;;
83781;24/03/2018;0000;;30.3;;10.6;3;25.02;67.5;2.033333;
83781;24/03/2018;1200;0;;20.1;;;;;;
83781;25/03/2018;0000;;30.2;;11.3;3;25.88;56.5;1.666667;
83781;25/03/2018;1200;0;;20.6;;;;;;
83781;26/03/2018;0000;;28.2;;1.3;3.4;23.44;81.75;2.633333;
83781;26/03/2018;1200;0;;21.6;;;;;;
83781;27/03/2018;0000;;28.6;;2.7;1.6;22.02;86;1.733333;
83781;27/03/2018;1200;13.6;;18.3;;;;;;
83781;28/03/2018;0000;;28.2;;1;1.6;22.16;83;1.933333;
83781;28/03/2018;1200;8.7;;19.1;;;;;;
83781;29/03/2018;0000;;28.5;;6.2;1.4;23.38;77.75;2.2;
83781;29/03/2018;1200;22.4;;19.6;;;;;;
83781;30/03/2018;0000;;27.8;;6.5;1.8;22.44;80.5;1.666667;
83781;30/03/2018;1200;1.5;;19.6;;;;;;
83781;31/03/2018;0000;;28.3;;4.2;1.6;22.48;78;1.333333;
83781;31/03/2018;1200;7;;19.3;;;;;;
83781;01/04/2018;0000;;28.5;;4.6;2.1;24.02;73.25;2.066667;
83781;01/04/2018;1200;8;;19.3;;;;;;
83781;02/04/2018;0000;;26;;1.1;2.8;22.88;77.5;2.366667;
83781;02/04/2018;1200;2.2;;20;;;;;;
83781;03/04/2018;0000;;26.3;;3.5;2.2;22.44;81.5;2.466667;
83781;03/04/2018;1200;0;;20.5;;;;;;
83781;04/04/2018;0000;;26.8;;1;1.9;21.62;79;1.633333;
83781;04/04/2018;1200;0.2;;19.3;;;;;;
83781;05/04/2018;0000;;27.8;;6.3;2.1;22.04;74.25;1.333333;
83781;05/04/2018;1200;0;;18.2;;;;;;
83781;06/04/2018;0000;;27.2;;6.6;4;22.3;72;3.533333;
83781;06/04/2018;1200;0;;19.4;;;;;;
83781;07/04/2018;0000;;28.6;;6.5;3;21.96;72;2.7;
83781;07/04/2018;1200;0;;18;;;;;;
83781;08/04/2018;0000;;28.1;;4.7;3.3;22.06;77.75;3.566667;
83781;08/04/2018;1200;0;;18.7;;;;;;
83781;09/04/2018;0000;;27.8;;6.5;2.7;21.88;74.25;2.266667;
83781;09/04/2018;1200;0;;18.6;;;;;;
83781;10/04/2018;0000;;28.2;;7.9;3.6;22.02;68.25;3.566667;
83781;10/04/2018;1200;0;;18.3;;;;;;
83781;11/04/2018;0000;;27.7;;9.1;3.7;21.88;69;2.6;
83781;11/04/2018;1200;0;;18.5;;;;;;
83781;12/04/2018;0000;;28.2;;7.3;3.8;22.44;72.25;2.166667;
83781;12/04/2018;1200;0;;17.7;;;;;;
83781;13/04/2018;0000;;29.8;;7.7;5;23.76;65.25;1.733333;
83781;13/04/2018;1200;0;;19.3;;;;;;
83781;14/04/2018;0000;;26.2;;5.1;4.5;21.92;74.25;2.166667;
83781;14/04/2018;1200;0;;19.6;;;;;;
83781;15/04/2018;0000;;20.8;;0;7.5;19.44;88.25;3.5;
83781;15/04/2018;1200;3.8;;18.4;;;;;;
83781;16/04/2018;0000;;21.2;;0;2;18.08;84.5;3.966667;
83781;16/04/2018;1200;13.8;;17;;;;;;
83781;17/04/2018;0000;;23.3;;7.5;1.7;18.44;75.25;2.433333;
83781;17/04/2018;1200;0;;15.7;;;;;;
83781;18/04/2018;0000;;25.1;;9.4;3.3;18.62;64;2.4;
83781;18/04/2018;1200;0;;14;;;;;;
83781;19/04/2018;0000;;26.2;;9.9;3.7;19.1;62.75;2.666667;
83781;19/04/2018;1200;0;;14;;;;;;
83781;20/04/2018;0000;;25.8;;8.2;4.4;19.54;58.5;2.2;
83781;20/04/2018;1200;0;;14.2;;;;;;
83781;21/04/2018;0000;;26.3;;9.2;5.1;19.24;65.75;1.9;
83781;21/04/2018;1200;0;;13.8;;;;;;
83781;22/04/2018;0000;;26.3;;9.2;4;20.24;74.25;2.333333;
83781;22/04/2018;1200;0;;15.8;;;;;;
83781;23/04/2018;0000;;26.7;;6.7;3;20.58;72.5;1.933333;
83781;23/04/2018;1200;0;;16.7;;;;;;
83781;24/04/2018;0000;;27;;7.9;3;21.02;68.75;2.166667;
83781;24/04/2018;1200;0;;17.1;;;;;;
83781;25/04/2018;0000;;28.2;;6.8;3.3;21.56;70.75;2.133333;
83781;25/04/2018;1200;0;;17.8;;;;;;
83781;26/04/2018;0000;;27.8;;7.3;3.2;21.68;75.25;1.866667;
83781;26/04/2018;1200;0;;18.6;;;;;;
83781;27/04/2018;0000;;28.6;;7.9;3.2;22.48;72.5;2.4;
83781;27/04/2018;1200;0;;18.8;;;;;;
83781;28/04/2018;0000;;28.4;;7.3;3.8;22.64;74;2.2;
83781;28/04/2018;1200;0;;19.3;;;;;;
83781;29/04/2018;0000;;28.4;;6.7;3.5;21.98;76;2.133333;
83781;29/04/2018;1200;0;;19;;;;;;
83781;30/04/2018;0000;;29;;8.8;4;22.82;56.25;1.033333;
83781;30/04/2018;1200;0;;17;;;;;;
83781;01/05/2018;0000;;28;;6.6;6.5;21.98;72.5;1.7;
83781;01/05/2018;1200;0;;18.1;;;;;;
83781;02/05/2018;0000;;27.5;;7.6;3;21.7;72.75;2.766667;
83781;02/05/2018;1200;0;;18;;;;;;
83781;03/05/2018;0000;;29;;7.9;6.3;22.4;73.5;2.2;
83781;03/05/2018;1200;0;;17.9;;;;;;
83781;04/05/2018;0000;;29.5;;9.2;4.2;22.46;67.75;1.666667;
83781;04/05/2018;1200;0;;17.7;;;;;;
83781;05/05/2018;0000;;29.6;;7.4;5.5;22.54;67.5;1.733333;
83781;05/05/2018;1200;0;;18.1;;;;;;
83781;06/05/2018;0000;;25.8;;7.7;4;21.06;73.5;3.133333;
83781;06/05/2018;1200;0;;18.1;;;;;;
83781;07/05/2018;0000;;25.4;;5.3;3.5;20.54;74;3.4;
83781;07/05/2018;1200;0;;18.3;;;;;;
83781;08/05/2018;0000;;24.1;;7.5;2.8;19.44;77;4.4;
83781;08/05/2018;1200;0;;16.9;;;;;;
83781;09/05/2018;0000;;25;;9;2.9;19.34;71.25;2.7;
83781;09/05/2018;1200;0;;15.7;;;;;;
83781;10/05/2018;0000;;26.6;;8.4;3.8;20.3;65;2.533333;
83781;10/05/2018;1200;0;;15.9;;;;;;
83781;11/05/2018;0000;;27.3;;7.5;3.8;22.06;59.25;2.966667;
83781;11/05/2018;1200;0;;15.2;;;;;;
83781;12/05/2018;0000;;26.4;;1.9;7.2;20.72;75;2.9;
83781;12/05/2018;1200;0;;18.4;;;;;;
83781;13/05/2018;0000;;23.6;;2.5;3.6;18.92;73.5;2.533333;
83781;13/05/2018;1200;0;;17;;;;;;
83781;14/05/2018;0000;;25.6;;7.1;3.6;19.58;77;2.566667;
83781;14/05/2018;1200;0;;16.3;;;;;;
83781;15/05/2018;0000;;22.6;;0.2;2.9;19.74;77;1.533333;
83781;15/05/2018;1200;0;;17.4;;;;;;
83781;16/05/2018;0000;;27.2;;4.8;3.5;21.08;70.5;3.566667;
83781;16/05/2018;1200;0;;17.6;;;;;;
83781;17/05/2018;0000;;24.1;;5.3;4.4;19.98;74.75;3.133333;
83781;17/05/2018;1200;0;;17.1;;;;;;
83781;18/05/2018;0000;;27.5;;7.9;3.2;21.78;72.5;2.3;
83781;18/05/2018;1200;0;;17.1;;;;;;
83781;19/05/2018;0000;;22.3;;2.5;5.5;19.12;76.5;3.866667;
83781;19/05/2018;1200;2.6;;15.4;;;;;;
83781;20/05/2018;0000;;21;;8.7;4;13.94;56.25;3.933333;
83781;20/05/2018;1200;8.2;;9.6;;;;;;
83781;21/05/2018;0000;;21.5;;8.5;4.6;14.94;65.75;0.9;
83781;21/05/2018;1200;0;;9.3;;;;;;
83781;22/05/2018;0000;;24.6;;8.6;4.2;15.36;73.5;1.333333;
83781;22/05/2018;1200;0;;9.7;;;;;;
83781;23/05/2018;0000;;22.2;;6;2.5;15.7;74.25;1.866667;
83781;23/05/2018;1200;0;;11.4;;;;;;
83781;24/05/2018;0000;;22.9;;6.7;2.4;16.74;76.25;2.4;
83781;24/05/2018;1200;0;;12.5;;;;;;
83781;25/05/2018;0000;;22.8;;2.5;2.5;17.44;76.75;2.466667;
83781;25/05/2018;1200;0;;12.1;;;;;;
83781;26/05/2018;0000;;23.3;;5.6;2.3;17.8;77;2.366667;
83781;26/05/2018;1200;0;;14.9;;;;;;
83781;27/05/2018;0000;;24.2;;6;2.3;17.7;76.75;1.9;
83781;27/05/2018;1200;0;;14.7;;;;;;
83781;28/05/2018;0000;;22.6;;7.2;2.3;16.74;73.25;2.866667;
83781;28/05/2018;1200;0;;12.9;;;;;;
83781;29/05/2018;0000;;24;;8.3;2;17.94;65;2.7;
83781;29/05/2018;1200;0;;13.3;;;;;;
83781;30/05/2018;0000;;24.4;;8.4;4.5;18.12;61.75;2.333333;
83781;30/05/2018;1200;0;;13.4;;;;;;
83781;31/05/2018;0000;;25.1;;8.1;3.7;18.74;65.25;2.066667;
83781;31/05/2018;1200;0;;12.5;;;;;;
83781;01/06/2018;0000;;25.1;;8.5;4.3;19.86;49.25;2.266667;
83781;01/06/2018;1200;0;;15.2;;;;;;
83781;02/06/2018;0000;;25.3;;1.6;6.7;21.36;57.75;1.466667;
83781;02/06/2018;1200;0;;16.3;;;;;;
83781;03/06/2018;0000;;22.5;;0;4.9;16.28;88.75;3.3;
83781;03/06/2018;1200;0.8;;13.7;;;;;;
83781;04/06/2018;0000;;17.4;;0;0.9;15.24;81.75;2.633333;
83781;04/06/2018;1200;0;;13.5;;;;;;
83781;05/06/2018;0000;;18.6;;0;2;16.02;86.25;2.233333;
83781;05/06/2018;1200;0.3;;14.1;;;;;;
83781;06/06/2018;0000;;23.2;;1.9;1;17.52;83;1.666667;
83781;06/06/2018;1200;0;;14;;;;;;
83781;07/06/2018;0000;;22.2;;1.7;1.8;18.8;79.5;2.5;
83781;07/06/2018;1200;2.6;;15.3;;;;;;
83781;08/06/2018;0000;;20.8;;0.6;2.8;16.1;83.25;2.633333;
83781;08/06/2018;1200;2;;14.3;;;;;;
83781;09/06/2018;0000;;19.7;;0.6;1.9;15.82;86.75;1.2;
83781;09/06/2018;1200;0;;12.5;;;;;;
83781;10/06/2018;0000;;24.5;;2.3;1;19.14;83.25;2.133333;
83781;10/06/2018;1200;0;;14;;;;;;
83781;11/06/2018;0000;;27.8;;6.2;2;21.58;71.25;1.9;
83781;11/06/2018;1200;0;;14.9;;;;;;
83781;12/06/2018;0000;;27.9;;4.9;4;23.46;59;2.766667;
83781;12/06/2018;1200;0;;17.3;;;;;;
83781;13/06/2018;0000;;24.2;;0.8;4;19.96;83.75;1.533333;
83781;13/06/2018;1200;6.8;;13.2;;;;;;
83781;14/06/2018;0000;;21.2;;0;2.2;15.56;86.75;3.866667;
83781;14/06/2018;1200;0.2;;13.4;;;;;;
83781;15/06/2018;0000;;16.8;;0;1.1;14.58;86;2.7;
83781;15/06/2018;1200;0;;12.5;;;;;;
83781;16/06/2018;0000;;16.2;;0;0.9;14.5;84.5;3.2;
83781;16/06/2018;1200;0;;13.5;;;;;;
83781;17/06/2018;0000;;20.1;;1.5;1.3;15.76;82.5;2.833333;
83781;17/06/2018;1200;0;;13.6;;;;;;
83781;18/06/2018;0000;;22;;3.6;2;16.82;81.5;2.933333;
83781;18/06/2018;1200;0;;13.9;;;;;;
83781;19/06/2018;0000;;23.3;;6.6;2;17.88;80.5;2.3;
83781;19/06/2018;1200;0;;15;;;;;;
83781;20/06/2018;0000;;25.5;;7.7;2.5;19.56;66.5;1.3;
83781;20/06/2018;1200;0;;14.7;;;;;;
83781;21/06/2018;0000;;25.4;;7.9;3.5;19.84;58;2.3;
83781;21/06/2018;1200;0;;14;;;;;;
83781;22/06/2018;0000;;24.6;;5.1;5.3;19.12;59.75;1.733333;
83781;22/06/2018;1200;0;;15;;;;;;
83781;23/06/2018;0000;;26.4;;6.8;4;20.28;60.25;1.866667;
83781;23/06/2018;1200;0;;14.6;;;;;;
83781;24/06/2018;0000;;28.5;;7.4;4.4;20.72;67;2.1;
83781;24/06/2018;1200;0;;17.5;;;;;;
83781;25/06/2018;0000;;27.2;;8.4;3.1;21.14;51.25;1.9;
83781;25/06/2018;1200;0;;15.9;;;;;;
83781;26/06/2018;0000;;26.5;;2.5;8;21.46;45;1.633333;
83781;26/06/2018;1200;0;;16.6;;;;;;
83781;27/06/2018;0000;;23.4;;7.3;6;18.62;70.75;1.9;
83781;27/06/2018;1200;0;;15.5;;;;;;
83781;28/06/2018;0000;;26;;5.2;3;19.58;70;1.6;
83781;28/06/2018;1200;0;;15.2;;;;;;
83781;29/06/2018;0000;;26.4;;8.5;3.5;20.06;57.5;1.966667;
83781;29/06/2018;1200;0;;14.7;;;;;;
83781;30/06/2018;0000;;26.8;;6.6;4.7;20.18;72;0.666667;
83781;30/06/2018;1200;0;;15.1;;;;;;
83781;01/07/2018;0000;;27.4;;7.9;;20.56;61.5;0.51444;
83781;01/07/2018;1200;0;;15;;;;;;
83781;02/07/2018;0000;;27.3;;7.9;;20.9;50.5;1.37184;
83781;02/07/2018;1200;0;;15;;;;;;
83781;03/07/2018;0000;;24.7;;5.9;;18.72;78;2.5722;
83781;03/07/2018;1200;0;;16.2;;;;;;
83781;04/07/2018;0000;;23.7;;5.7;;17.96;83.75;2.5722;
83781;04/07/2018;1200;0;;15.6;;;;;;
83781;05/07/2018;0000;;26.5;;6.2;;19.76;67;1.37184;
83781;05/07/2018;1200;0;;14.7;;;;;;
83781;06/07/2018;0000;;26.6;;5.5;;20;58.5;1.02888;
83781;06/07/2018;1200;0;;15.3;;;;;;
83781;07/07/2018;0000;;25.2;;7.1;;19.5;55.25;1.88628;
83781;07/07/2018;1200;0;;14;;;;;;
83781;08/07/2018;0000;;27.7;;8.5;;21;50.75;1.20036;
83781;08/07/2018;1200;0;;15.3;;;;;;
83781;09/07/2018;0000;;25.2;;5.7;;18.12;72.25;3.25812;
83781;09/07/2018;1200;0;;16.2;;;;;;
83781;10/07/2018;0000;;15.6;;0.2;;12.28;79.5;2.22924;
83781;10/07/2018;1200;0;;11.6;;;;;;
83781;11/07/2018;0000;;15.5;;3;;11.8;80.5;2.05776;
83781;11/07/2018;1200;0;;9.8;;;;;;
83781;12/07/2018;0000;;19.4;;8.2;;12.98;70.75;1.7148;
83781;12/07/2018;1200;0;;9.6;;;;;;
83781;13/07/2018;0000;;23.6;;7.9;;15.74;69.5;1.02888;
83781;13/07/2018;1200;0;;9.1;;;;;;
83781;14/07/2018;0000;;26.4;;8.3;;18.64;53.75;0.51444;
83781;14/07/2018;1200;0;;11;;;;;;
83781;15/07/2018;0000;;28.2;;;;20.36;50.5;0.51444;
83781;15/07/2018;1200;0;;13;;;;;;
83781;16/07/2018;0000;;28.3;;7.8;;20.68;55.5;1.20036;
83781;16/07/2018;1200;0;;14.3;;;;;;
83781;17/07/2018;0000;;27;;8.4;;19.6;66.75;0.68592;
83781;17/07/2018;1200;0;;14.4;;;;;;
83781;18/07/2018;0000;;27.8;;8.4;;20.4;65.25;1.54332;
83781;18/07/2018;1200;0;;13.7;;;;;;
83781;19/07/2018;0000;;28.1;;8.4;;20.76;62.5;1.02888;
83781;19/07/2018;1200;0;;15;;;;;;
83781;20/07/2018;0000;;28.7;;8.4;;21.56;56;1.7148;
83781;20/07/2018;1200;0;;15;;;;;;
83781;21/07/2018;0000;;28.1;;5.3;;20.08;73.25;4.287;
83781;21/07/2018;1200;0;;17.7;;;;;;
83781;22/07/2018;0000;;22.1;;2;;17.52;79.25;2.74368;
83781;22/07/2018;1200;0;;15;;;;;;
83781;23/07/2018;0000;;25.5;;5.6;;19.52;62.75;0.8574;
83781;23/07/2018;1200;0;;14.9;;;;;;
83781;24/07/2018;0000;;20.5;;0.2;;16.78;81.75;2.40072;
83781;24/07/2018;1200;0;;14.1;;;;;;
83781;25/07/2018;0000;;23.8;;4.6;;17.84;75.5;2.74368;
83781;25/07/2018;1200;0;;14.9;;;;;;
83781;26/07/2018;0000;;25.5;;7.3;;18.86;71.75;1.88628;
83781;26/07/2018;1200;0;;15;;;;;;
83781;27/07/2018;0000;;26.6;;8.8;;20.2;54.5;1.54332;
83781;27/07/2018;1200;0;;14.4;;;;;;
83781;28/07/2018;0000;;27.4;;8.5;;20.36;53.75;1.54332;
83781;28/07/2018;1200;0;;15;;;;;;
83781;29/07/2018;0000;;29.2;;5.2;;22.58;42.5;1.88628;
83781;29/07/2018;1200;0;;16.1;;;;;;
83781;30/07/2018;0000;;22.2;;2.6;;18.16;75.75;2.22924;
83781;30/07/2018;1200;0;;16.6;;;;;;
83781;31/07/2018;0000;;18.4;;2;;15.04;83.75;2.40072;
83781;31/07/2018;1200;24.2;;13.3;;;;;;
